6,133,4,883601459
6,134,5,883602283
6,135,5,883600747
6,136,5,883600842
6,143,2,883601053
6,151,3,883599558
6,154,3,883602730
6,156,3,883602212
6,175,4,883601426
6,180,4,883601311
6,183,4,883601311
6,187,4,883600914
6,188,3,883602462
6,189,3,883601365
6,193,3,883601529
6,195,4,883602283
6,197,5,883601203
6,199,4,883601203
6,204,3,883601277
6,205,3,883600878
6,208,4,883602422
6,209,4,883601713
6,211,5,883601155
6,213,4,883602462
6,221,4,883599431
6,238,5,883601713
6,248,3,883598981
6,258,2,883268278
6,269,4,883268222
6,275,4,883599102
6,276,2,883599134
6,284,2,883599590
6,286,2,883268170
6,294,2,883599938
6,297,3,883599134
6,301,2,883600406
6,304,4,883268322
6,318,4,883600985
6,357,4,883602422
6,423,3,883602501
6,432,4,883601713
6,458,1,883599914
6,459,2,883599228
6,463,4,883601713
6,466,4,883602422
6,467,4,883602284
6,469,5,883601155
6,470,3,883602690
6,471,2,883599558
6,475,5,883599478
6,476,1,883600175
6,477,1,883599509
6,478,4,883602762
6,479,5,883601053
6,480,4,883601089
6,481,5,883600914
6,483,5,883601500
6,484,5,883601011
6,486,4,883601427
6,487,5,883600785
6,488,5,883601426
6,492,5,883601089
6,498,4,883601053
6,499,4,883602283
6,500,4,883601277
6,506,4,883602174
6,508,3,883599530
6,509,4,883602664
6,511,5,883601393
6,513,4,883600913
6,515,4,883599273
6,517,4,883602212
6,518,3,883603042
6,521,4,883601277
6,523,5,883601528
6,524,3,883600632
6,525,5,883601203
6,526,3,883602596
6,528,4,883602174
6,532,3,883600066
6,534,4,883599354
7,7,5,891352220
7,8,5,891351328
7,10,4,891352864
7,22,5,891351121
7,28,5,891352341
7,32,4,891350932
7,44,5,891351728
7,53,5,891354689
7,54,3,892132380
7,72,5,891353977
7,78,3,891354165
7,79,4,891352261
7,81,5,891352626
7,82,3,891351471
7,89,5,891351082
7,90,3,891352984
7,92,5,891352010
7,93,5,891351042
7,101,5,891350966
7,106,4,891353892
7,118,2,891353411
7,121,5,891352904
7,126,3,891353254
7,127,5,891351728
7,131,5,891352383
7,133,5,891353192
7,136,5,891351813
7,139,3,891354729
7,142,3,891354090
7,151,4,891352749
7,153,5,891352220
7,154,5,891353124
7,156,5,891351653
7,161,3,891352489
7,162,5,891353444
7,163,4,891353444
7,166,3,891351585
7,168,5,891351509
7,171,3,891351287
7,172,4,891350965
7,174,5,891350757
7,176,3,891350782
7,177,4,891352904
7,181,3,891351287
7,182,4,891350965
7,183,4,891351624
7,185,5,892135346
7,188,5,891352778
7,190,5,891351728
7,191,5,891351201
7,193,5,892135346
7,195,5,891352626
7,196,5,891351432
7,200,5,891353543
7,203,5,891352178
7,205,5,891351585
7,207,4,891352526
7,208,5,891352220
7,210,4,891352904
7,212,1,891353051
7,223,5,891351328
7,226,5,891353614
7,227,3,892132317
7,228,4,891350845
7,232,3,891353766
7,241,4,891354053
7,259,3,891350464
7,260,1,892130982
7,264,4,891350703
7,266,4,891350703
7,268,3,891350703
7,269,3,891349991
7,273,3,891351547
7,281,3,891353710
7,285,5,891351813
7,288,4,891350703
7,300,4,891350703
7,307,5,891350703
7,334,5,892130784
7,378,5,891353011
7,382,4,891352093
7,385,5,891351585
7,389,4,891354090
7,393,4,891352058
7,396,4,891354288
7,399,4,891354357
7,401,4,891354257
7,404,5,891352947
7,418,4,892131824
7,420,5,891353219
7,423,5,891351509
7,428,5,892133036
7,430,3,891352178
7,431,4,891351547
7,432,4,891352831
7,435,5,891350845
7,448,3,891353828
7,450,4,892132425
7,451,5,891353892
7,455,4,891353086
7,461,4,891352303
7,471,4,891352864
7,472,2,891353357
7,479,4,891352010
7,480,4,891352093
7,481,5,891352341
7,482,3,891351083
7,483,4,891351851
7,484,5,891351201
7,485,5,891351851
7,489,3,891353477
7,491,5,891351432
7,492,5,891352010
7,495,5,891351328
7,496,5,891351083
7,497,4,891352134
7,498,5,891351814
7,501,5,891353411
7,504,5,891352384
7,505,3,891352341
